obec;pou;AB;BUS;M;MOT;NA;NAA;NAE;NN;NAN;NNA;NNT;NS;OA;OSO;OAE;OV;PN;PNA;PNT;PS;SA;SN;SNV;SP;SPT;SS;TN;TR;VD;VN;PTA;ABT;MM;MMK;MMP;MS;MST;MTR;MTS;MTT;MTV;NAC;NAG;NAI;NAK;NAM;NAP;NAR;NAS;NAU;NAV;NAW;NAX;NC;NJ;NK;NNR;NP;NPC;NPR;NT;NTC;NTK;NTN;NV;OAD;OAG;OAK;OAM;OAO;OAR;OAS;OAV;P;PA;PD;PNC;PNJ;PNK;PNN;PNP;PNS;PNU;PNV;PO;POC;PON;POO;PPN;PRS;PT;PTC;PTN;PTO;PTS;SAA;SAC;SAE;SAG;SAJ;SAP;SAR;SAS;SAV;SAW;T;TJE;TKO;TKU;TMA;TP;TPA;VMB;VMN;VMP;VZU;.;1;BUD;JIV;JTK;MCT;MKL;MOP;MPV;NAT;NSA;NTA;OVZ;PRN;PRT;PRV;PSN;SPA;SPP;STC;TAN;TAP;TNA;TRA;TRK;TRP;VIS;VNN;VTS;VUD;VVO;Celkem
Jezernice;LipnÌk nad BeËvou;0;0;81;8;46;0;0;1;0;0;3;0;363;32;0;0;27;0;3;0;1;0;0;0;0;11;0;18;1;0;0;0;3;1;0;3;0;0;0;0;3;0;0;0;0;0;1;0;1;2;0;0;0;0;0;0;0;3;1;0;1;1;0;2;0;0;1;5;0;0;0;0;0;0;0;0;1;0;0;0;1;2;0;4;25;2;20;2;0;0;2;2;2;0;32;0;1;0;0;0;0;0;0;0;0;0;0;31;0;0;0;2;0;0;0;2;0;2;0;0;0;0;0;0;0;0;0;0;0;2;0;21;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;786
Jeûkovice;Vyökov;0;0;52;8;20;0;0;0;0;0;0;0;200;29;0;0;22;0;0;3;1;0;0;0;0;1;0;0;1;0;0;0;2;0;0;1;0;0;3;0;0;0;0;0;2;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;6;6;2;11;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;8;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;401
Jeûov;Humpolec;0;0;18;1;4;0;0;0;0;0;1;0;44;5;0;1;5;0;0;0;0;0;0;0;0;1;0;3;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;105
Jeûov;Kyjov;0;0;80;4;29;0;0;0;0;0;0;0;355;37;0;0;15;0;0;1;0;0;0;0;0;0;0;4;0;0;0;0;2;0;2;1;0;0;0;0;2;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;4;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;5;12;0;16;3;0;0;2;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;609
Jeûovy;Klatovy;0;0;35;4;13;0;0;0;0;0;1;0;149;17;0;0;12;0;4;0;0;0;0;0;0;1;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;4;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;4;23;0;6;0;0;0;4;1;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0;41;0;0;0;0;0;0;0;1;0;3;0;0;0;0;0;0;0;0;0;0;0;1;2;4;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;361
JiËÌn;JiËÌn;26;13;1309;145;1005;0;0;183;7;0;9;0;7666;1294;0;3;638;3;3;25;10;0;0;1;0;25;1;38;36;0;0;0;41;7;1;23;2;1;5;0;6;0;1;0;10;3;10;1;31;241;44;0;1;0;0;0;0;2;0;0;0;0;0;0;1;5;7;92;7;2;0;4;13;0;0;0;1;2;1;0;7;2;0;89;353;16;226;30;0;0;6;8;1;0;61;0;1;0;1;3;0;0;6;0;0;0;0;99;0;0;0;0;0;0;128;76;61;15;0;0;0;1;0;0;1;0;0;0;1;85;2;256;0;3;1;0;0;0;0;4;20;0;0;0;0;0;0;14568
JiËÌnÏves;JiËÌn;0;0;101;12;27;0;0;0;0;0;0;0;404;44;0;0;37;0;0;0;0;0;0;0;0;3;1;4;1;0;0;0;2;1;0;1;0;0;2;0;0;0;0;0;0;0;0;0;1;6;2;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;5;28;1;14;1;0;1;2;1;0;0;19;0;0;0;0;0;0;0;0;0;0;0;0;34;0;0;0;0;0;0;4;1;2;2;0;0;0;0;0;0;0;0;0;0;0;2;0;17;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;797
Jickovice;Milevsko;0;0;18;3;10;0;0;0;0;0;2;0;79;8;0;0;5;1;0;1;0;0;0;0;0;1;0;6;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;1;6;1;0;0;0;1;0;0;13;0;1;0;0;0;0;0;0;0;0;0;0;16;0;0;0;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;196
Jihlava;Jihlava;333;74;3301;469;2450;2;0;286;7;0;12;0;21325;4516;0;19;1316;1;5;78;85;0;0;1;0;127;11;115;53;0;0;0;72;44;8;74;2;2;8;1;14;3;11;6;32;12;23;0;118;1009;47;0;1;1;0;1;0;5;0;0;2;0;4;0;5;15;26;250;18;13;1;9;11;0;0;0;9;5;6;4;17;6;3;182;1164;50;443;91;0;5;5;3;1;0;129;7;14;0;1;26;0;0;18;0;0;0;0;207;0;0;0;1;0;0;0;279;84;41;0;0;0;0;0;0;1;4;0;0;0;16;0;667;0;19;1;0;0;0;0;6;58;0;0;0;0;0;0;40007
Jihl·vka;T¯eöù;0;0;29;5;4;0;0;0;0;0;1;0;120;14;0;0;14;0;0;0;0;0;0;0;0;3;0;5;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;8;0;5;1;0;0;1;0;0;0;17;0;0;0;0;0;1;0;0;0;0;0;0;25;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;7;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;270
JÌkev;Nymburk;0;0;29;7;14;0;0;0;0;0;1;0;187;19;0;0;15;0;0;1;0;0;0;0;0;3;0;8;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;4;15;0;9;0;0;0;0;2;1;0;12;0;0;0;0;0;0;0;1;0;0;0;0;16;0;0;0;0;0;0;0;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;363
Jilem;ChotÏbo¯;0;0;24;1;3;0;0;0;0;0;2;0;73;12;0;0;5;0;0;1;0;0;0;0;0;1;0;4;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;4;1;6;0;0;0;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;155
Jilem;Jind¯ich˘v Hradec;0;0;30;1;10;0;0;0;0;0;1;0;91;6;0;0;8;0;4;0;0;0;0;1;1;3;0;15;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3;5;0;8;0;0;1;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;6;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;1;5;0;0;0;0;0;0;239
Jilemnice;Jilemnice;4;0;520;39;246;0;0;6;0;0;4;1;2512;333;0;1;187;0;2;3;3;0;2;0;0;31;0;29;4;0;0;0;28;0;0;12;0;1;3;0;4;0;0;1;7;1;1;0;9;53;2;0;0;0;0;0;0;0;0;0;1;0;2;0;2;3;9;37;1;1;0;3;8;0;0;0;1;0;1;1;1;0;0;51;131;10;103;17;0;0;0;0;0;0;21;0;0;0;0;0;0;0;0;0;0;0;0;38;0;0;0;0;0;0;0;36;6;14;0;0;0;0;0;0;0;3;0;0;0;5;1;79;0;1;0;0;0;0;0;1;13;0;0;0;0;0;0;4650
JÌlovÈ;DÏËÌn;0;0;551;55;189;0;0;27;2;0;1;0;2615;304;0;4;169;1;2;10;2;0;0;1;0;5;0;10;3;0;0;0;14;0;0;7;1;1;3;1;2;0;0;2;5;3;1;0;10;45;8;0;1;0;0;0;0;0;0;0;1;0;0;0;1;3;1;38;2;0;0;0;1;0;0;0;0;0;2;0;0;0;0;18;56;7;104;18;0;0;0;2;0;0;11;0;0;0;1;1;0;0;3;0;0;0;0;22;0;0;0;0;0;0;0;21;10;1;0;0;0;0;0;0;0;0;0;0;0;6;0;72;0;1;3;0;0;0;0;1;3;0;0;0;0;0;0;4465
JÌlovÈ u Drûkova;éelezn˝ Brod;0;0;49;7;16;0;0;2;0;0;0;0;130;16;0;1;13;0;0;2;1;0;0;0;0;0;0;1;3;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;7;1;6;2;0;0;1;0;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;2;0;7;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;283
JÌlovÈ u Prahy;JÌlovÈ u Prahy;9;1;535;64;356;0;0;28;0;0;1;0;2624;361;0;4;189;1;1;11;4;0;0;0;0;4;0;7;26;0;0;0;20;2;8;13;0;0;10;0;4;0;2;2;8;4;3;0;21;62;6;0;0;0;0;0;0;1;0;0;0;0;0;0;2;3;6;34;3;1;0;0;2;0;0;0;0;1;0;1;5;2;0;29;108;6;46;15;0;0;0;0;0;0;6;1;0;0;0;1;0;0;9;0;0;0;0;16;0;0;0;0;0;0;0;22;4;5;0;0;0;0;0;0;0;0;0;0;0;4;0;83;0;0;0;0;0;0;0;0;6;0;0;0;0;1;0;4814
JÌlovice;T¯ebechovice pod Orebem;0;0;50;10;18;0;0;0;0;0;0;0;209;18;0;0;17;0;0;1;0;0;0;0;0;0;0;2;1;0;0;0;3;1;2;0;0;0;0;0;1;0;0;0;1;1;0;0;0;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;6;1;13;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;2;0;0;0;0;8;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;11;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;395
JÌlovice;TrhovÈ Sviny;0;0;180;14;62;0;0;5;0;0;1;0;700;56;0;1;63;1;0;2;2;0;0;0;0;1;0;20;1;0;0;0;4;0;1;4;0;0;2;0;0;0;0;0;1;1;0;0;4;10;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;5;7;1;0;0;0;2;0;0;0;2;0;0;0;0;0;0;24;27;4;53;0;0;0;1;8;1;0;14;0;2;0;0;1;0;0;0;0;0;0;0;56;0;0;0;0;0;0;0;6;4;2;0;0;0;0;0;0;0;0;0;0;0;2;1;30;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;1397
JÌloviötÏ;MnÌöek pod Brdy;0;0;79;8;43;0;0;0;0;0;2;0;413;157;0;0;31;0;2;0;0;0;0;0;0;0;0;6;4;0;0;0;4;0;1;2;0;0;1;0;0;0;0;0;1;0;1;0;4;11;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0;2;0;7;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3;26;1;14;0;0;0;0;0;0;0;6;0;2;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;860
JimlÌn;Louny;2;0;110;14;52;0;0;1;0;0;1;0;511;56;0;0;55;0;4;3;0;0;0;0;0;8;0;8;3;0;0;0;5;0;0;2;0;0;1;0;0;0;0;0;2;0;1;0;2;10;4;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;10;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;11;27;0;32;0;0;0;1;0;0;0;13;0;1;0;0;0;0;0;0;0;0;0;0;16;0;0;0;0;0;0;0;4;0;4;0;0;0;1;0;0;0;0;0;0;0;1;0;18;0;0;1;0;0;0;0;0;3;0;0;0;0;0;0;1001
Jimramov;NovÈ MÏsto na MoravÏ;1;0;145;16;36;0;0;0;0;0;1;0;585;69;0;1;33;0;1;0;0;0;0;0;0;4;0;8;3;0;0;0;3;2;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;7;0;0;0;0;0;0;0;2;0;0;1;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;25;1;47;1;0;0;4;0;0;0;22;0;0;0;0;1;0;0;0;0;0;0;0;39;0;0;0;0;0;0;1;11;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;39;0;0;0;0;0;0;0;3;5;0;0;0;0;0;0;1137
JinaËovice;Ku¯im;0;0;70;24;44;0;0;0;0;0;2;0;364;103;0;0;12;0;0;0;0;0;0;0;0;3;0;5;2;0;0;0;3;1;0;5;0;0;1;0;0;0;0;0;0;0;0;0;1;10;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;2;12;2;6;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;1;0;0;7;0;0;0;0;0;0;0;6;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;0;1;0;0;0;0;0;0;6;0;0;0;0;0;0;715
Jince;P¯Ìbram;5;0;209;29;135;0;0;10;0;0;1;0;1231;203;0;0;76;1;3;3;2;0;0;0;1;0;0;7;1;0;0;0;10;20;0;3;0;0;3;0;4;1;0;0;2;1;0;0;3;17;2;0;0;0;0;0;0;2;0;0;0;0;0;0;0;1;1;16;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;18;46;4;49;7;0;0;1;1;2;0;7;0;1;0;0;0;0;0;0;0;0;0;0;20;0;0;0;0;0;0;0;8;6;0;0;0;0;0;0;0;0;1;0;0;0;2;0;27;0;2;1;0;0;0;0;0;5;0;0;0;0;0;0;2213
Jind¯ichov;Hanuöovice;0;0;110;11;55;0;0;0;0;0;0;0;511;31;0;0;36;0;1;1;2;0;0;0;0;1;0;15;0;0;0;0;5;2;2;0;0;0;1;0;1;0;0;0;1;0;0;0;2;8;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;6;17;0;10;1;0;0;1;0;1;0;8;0;0;0;0;0;0;0;0;0;0;0;0;20;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;6;1;18;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;899
Jind¯ichov;Hranice;0;0;97;3;10;0;0;1;0;0;5;0;227;30;0;1;19;0;2;0;1;0;0;0;0;4;0;11;0;0;0;0;8;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;2;1;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;20;0;17;0;0;0;0;1;1;0;18;0;0;0;0;1;0;0;0;0;0;0;0;37;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;3;0;8;0;1;0;0;0;0;0;0;6;0;0;0;0;0;0;553
Jind¯ichov;MÏsto Albrechtice;0;0;128;14;79;0;0;0;0;0;1;0;617;74;0;0;48;0;0;2;3;0;0;1;1;3;0;14;3;0;0;0;39;1;0;1;0;0;0;0;3;0;0;0;4;1;1;0;2;17;0;0;0;0;0;0;0;5;0;0;1;2;4;0;0;1;4;8;1;0;0;0;0;0;0;0;0;0;5;0;3;0;0;7;33;3;17;1;0;0;7;2;0;0;35;0;2;0;0;0;0;0;0;0;0;0;0;40;0;0;0;0;0;0;0;3;13;1;0;0;0;0;0;0;0;0;0;0;0;3;0;31;0;1;0;0;0;0;0;3;5;0;0;0;0;0;0;1298
Jind¯ichovice;Kraslice;0;0;88;5;28;0;0;1;0;0;4;0;322;55;0;0;32;0;3;0;2;0;0;0;0;4;0;10;1;0;0;0;3;0;0;1;0;0;0;0;2;0;0;0;0;0;0;0;1;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;15;11;1;23;0;0;0;1;2;1;0;7;0;0;0;0;1;0;0;1;0;0;0;0;9;0;0;0;0;0;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;17;0;0;1;0;0;0;0;0;2;0;0;0;0;0;0;667
Jind¯ichovice;TelË;0;0;20;0;6;0;0;1;0;0;0;0;65;5;0;0;8;0;0;0;0;0;0;0;0;2;0;6;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;2;0;0;0;1;0;1;0;4;0;0;0;0;0;0;0;0;0;0;0;0;18;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;156
Jind¯ichovice pod Smrkem;NovÈ MÏsto pod Smrkem;0;0;42;5;23;0;0;0;0;0;0;0;259;43;0;0;15;0;1;1;0;0;0;0;0;1;0;13;0;0;0;0;2;0;1;0;0;1;0;0;1;0;0;0;0;0;1;0;3;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;10;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;7;12;2;9;2;0;0;1;3;0;0;9;0;1;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;2;12;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;502
Jind¯ich˘v Hradec;Jind¯ich˘v Hradec;66;7;1942;144;981;0;0;76;1;0;12;0;10057;1687;0;8;781;1;9;36;7;0;0;0;0;63;4;90;14;0;0;0;60;3;5;24;1;1;17;0;16;1;2;4;18;5;4;0;47;201;21;0;0;0;0;0;0;31;0;0;5;0;2;0;1;11;7;131;8;6;0;2;12;0;0;0;4;4;1;1;14;2;1;125;419;30;601;22;0;1;23;5;4;0;89;0;1;0;1;4;0;0;3;0;0;1;0;193;0;0;0;1;0;0;0;61;32;12;0;0;0;0;0;0;0;0;0;0;1;105;8;362;0;1;3;0;0;0;0;6;33;0;0;0;0;1;0;18807
JinÌn;Strakonice;0;0;32;3;6;0;0;0;0;0;0;0;127;18;0;0;7;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2;8;1;11;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;7;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;244
JinoËany;Hostivice;0;0;143;27;309;7;0;341;1;9;0;0;890;206;0;1;59;0;0;6;1;0;0;0;0;6;1;2;5;0;0;0;3;2;2;0;0;0;0;0;0;0;2;0;2;0;1;0;5;315;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;3;1;8;1;4;0;0;1;0;0;0;0;0;0;0;1;0;0;6;31;1;13;2;0;0;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;7;6;5;0;0;0;0;0;0;0;0;0;0;0;2;0;122;0;0;0;0;0;0;0;0;2;0;0;0;0;12;0;2586
Jinolice;JiËÌn;0;0;43;2;7;0;0;0;0;0;1;0;119;17;0;0;13;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;6;1;2;0;0;0;1;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;242
Jinoöov;N·mÏöù nad Oslavou;0;0;48;4;16;0;0;0;0;0;1;0;137;26;0;3;12;0;0;0;0;0;0;0;0;3;0;4;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2;8;0;9;0;0;0;1;1;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;25;0;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;13;0;1;0;0;0;0;0;1;2;0;0;0;0;0;0;337
Jiratice;Jemnice;1;0;6;0;1;0;0;0;0;0;0;0;34;8;0;0;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;5;0;0;0;2;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;11;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;85
Ji¯etÌn pod Bukovou;Tanvald;0;0;39;2;29;0;0;0;0;0;0;0;241;23;0;0;9;0;0;0;0;0;0;0;0;2;0;2;0;0;0;0;1;1;3;1;0;0;1;0;0;0;0;0;0;1;0;0;1;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;3;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;3;7;1;8;2;0;0;0;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;394
Ji¯etÌn pod Jedlovou;Varnsdorf;0;0;80;8;55;0;0;0;0;0;1;0;335;52;0;1;30;0;0;4;1;0;1;1;0;1;0;4;2;0;0;0;1;0;1;3;0;1;0;0;1;0;0;0;0;0;2;0;0;20;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;1;0;0;0;0;3;0;0;1;0;0;4;10;0;9;2;0;0;0;0;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;1;1;3;0;0;0;0;0;0;0;0;0;0;0;1;0;13;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;667
Ji¯ice;Humpolec;1;0;142;12;51;0;0;11;0;1;2;0;524;58;0;4;41;0;1;3;1;0;0;0;0;2;0;3;1;0;0;0;4;1;0;2;0;0;0;0;0;0;0;0;2;0;0;0;1;10;1;0;0;0;0;0;0;3;0;0;0;1;0;0;0;0;1;5;0;0;0;0;0;0;0;0;1;1;2;0;0;0;0;10;31;4;29;1;0;0;6;3;1;0;28;0;0;0;0;0;0;0;0;0;0;0;0;49;0;0;0;0;0;0;0;5;3;0;0;0;0;0;0;0;0;0;0;0;0;2;1;32;0;1;0;0;0;0;0;0;4;0;0;0;0;1;0;1104
Ji¯ice;Lys· nad Labem;0;0;26;5;17;0;0;0;0;0;1;0;170;20;0;0;12;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;1;0;0;2;0;0;3;0;0;0;0;1;0;1;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;11;0;5;1;0;0;0;1;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;0;0;1;0;0;0;0;0;2;0;0;0;0;0;0;306
Ji¯ice u Miroslavi;Miroslav;0;0;68;13;23;0;0;0;0;0;4;0;256;44;0;0;22;0;1;2;0;0;0;0;0;6;0;17;1;0;0;0;2;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;2;9;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2;12;1;10;0;0;0;0;1;0;0;23;0;1;0;0;0;0;0;0;0;0;0;0;17;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;2;15;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;570
Ji¯ice u Moravsk˝ch BudÏjovic;Znojmo;0;0;7;0;3;0;0;0;0;0;1;0;35;6;0;0;0;0;0;1;0;0;0;0;0;3;0;3;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;2;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;5;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;84
