"","nazev","typ","subtyp","long","lat","address"
"1482","MUDr. Kateřina Hujňáková","Zdravotnictví","Soukromá ordinace",16.572393,49.178471,"Studentská 6, 625 00 Brno-Bohunice, Czechia"
"1483","NUTRON, spol. s r.o.","Zdravotnictví","Soukromá ordinace",16.578685,49.198662,"Barvičova 833/53, 602 00 Brno-střed-Stránice, Czechia"
"1484","MUDr. Michaela Klabusayová","Zdravotnictví","Soukromá ordinace",16.599601,49.197714,"Údolní 393/18, 602 00 Brno-střed-Veveří, Czechia"
"1485","MUDr. Lucie Jedličková","Zdravotnictví","Soukromá ordinace",16.613078,49.191178,"Nádražní 418/1, 602 00 Brno-střed, Czechia"
"1486","MUDr. Lucie Jedličková","Zdravotnictví","Soukromá ordinace",16.43433,49.277082,"Masarykovo nám. 76, 664 71 Veverská Bítýška, Czechia"
"1487","AJEM s.r.o.","Zdravotnictví","Soukromá ordinace",16.573117,49.177888,"Kamenice 811 /32, 625 00 Brno-Brno-Bohunice, Czechia"
"1488","MOJE AMBULANCE a.s.","Zdravotnictví","Soukromá ordinace",16.598233,49.171127,"Londýnské nám. 881/6, 639 00 Brno-střed-Štýřice, Czechia"
"1489","MUDr. Lenka Zaoralová","Zdravotnictví","Soukromá ordinace",16.611124,49.191696,"Josefská 425/25, 602 00 Brno-střed-Brno-město, Czechia"
"1490","MUDr. Petr Havlát","Zdravotnictví","Soukromá ordinace",16.360015,49.187631,"Nádražní 620, 664 84 Zastávka-Zastávka u Brna, Czechia"
"1491","GYNPRIVAT, spol. s r.o.","Zdravotnictví","Soukromá ordinace",16.611151,49.191417,"Masarykova 506/37, 602 00 Brno-Brno-střed, Czechia"
"1492","KAJRO, s.r.o.","Zdravotnictví","Soukromá ordinace",16.553166,49.176244,"75a, Oblá 518, 634 00 Brno-Nový Lískovec, Czechia"
"1493","KAJRO, s.r.o.","Zdravotnictví","Soukromá ordinace",16.610362,49.192029,"Masarykova 409/26, 602 00 Brno-střed-Brno-město, Czechia"
"1494","Marie Poledniková","Zdravotnictví","Soukromá ordinace",16.604546,49.088552,"Masarykova 544, 664 61 Rajhrad, Czechia"
"1495","D.I.C. s.r.o.","Zdravotnictví","Soukromá ordinace",16.594898,49.227162,"Metodějova 186/4, 612 00 Brno-Královo Pole, Czechia"
"1496","MUDr. Jana Ziembová","Zdravotnictví","Soukromá ordinace",16.565047,49.168195,"U Pošty 402/14, 625 00 Brno-Brno-Starý Lískovec, Czechia"
"1497","MUDr. Sylva Kheirová","Zdravotnictví","Soukromá ordinace",16.592259,49.181976,"Vinohrady 484/16, 639 00 Brno-střed-Štýřice, Czechia"
"1498","MUDr. Jana Nevrlá","Zdravotnictví","Soukromá ordinace",16.76521,49.102493,"Rybářská 1001, Rychmanov, 664 53 Újezd u Brna, Czechia"
"1499","MUDr. Miroslava Pokorná","Zdravotnictví","Soukromá ordinace",16.538878,49.194719,"Libušina tř. 578/19, 623 00 Brno-Kohoutovice, Czechia"
"1500","BROMIMED s.r.o.","Zdravotnictví","Soukromá ordinace",16.595568,49.180122,"Vídeňská 546/55, 639 00 Brno-střed-Štýřice, Czechia"
"1501","MUDr. Lucie Haklová","Zdravotnictví","Soukromá ordinace",16.553249,49.21849,"Dělnická 1222/53, 624 00 Brno-Komín, Czechia"
"1502","MUDr. Petra Pauločáková","Zdravotnictví","Soukromá ordinace",16.565047,49.168195,"U Pošty 402/14, 625 00 Brno-Brno-Starý Lískovec, Czechia"
"1503","FYZIOTERAPIE JANSKÁ, s.r.o.","Zdravotnictví","Soukromá ordinace",16.613782,49.199734,"Příkop 838/6, 602 00 Brno-střed-Zábrdovice, Czechia"
"1504","MUDr. Evžen Trupar","Zdravotnictví","Soukromá ordinace",16.590981,49.226061,"Bulharská 1320/29, 612 00 Brno-Brno-Královo Pole, Czechia"
"1505","MUDr. Lukáš Pantuček","Zdravotnictví","Soukromá ordinace",16.53272,49.176027,"Pražská 636/38B, 642 00 Brno-Bosonohy, Czechia"
"1506","MUDr. Kateřina Špiříková","Zdravotnictví","Soukromá ordinace",16.588903,49.23149,"Palackého tř. 2522/137, 612 00 Brno-Královo Pole, Czechia"
"1507","MUDr. Hana Halačková","Zdravotnictví","Soukromá ordinace",16.739007,49.050448,"Moutnice 113, 664 55 Moutnice, Czechia"
"1508","PIAFA Vyškov, z.ú.","Zdravotnictví","Soukromá ordinace",16.980887,49.274041,"Nosálovská 2/53, Nosálovice, 682 01 Vyškov-Vyškov 1, Czechia"
"1509","MUDr. Petr Bartl","Zdravotnictví","Soukromá ordinace",16.609317,48.964984,"U Floriánka 36, 691 25 Vranovice, Czechia"
"1510","DERMI, s.r.o.","Zdravotnictví","Soukromá ordinace",16.593492,49.182465,"Vinohrady 841/8a, 639 00 Brno-střed-Štýřice, Czechia"
"1511","IRMY, s.r.o.","Zdravotnictví","Soukromá ordinace",16.582695,49.251333,"Palackého nám. 29/18, 621 00 Brno-Řečkovice a Mokrá Hora, Czechia"
"1512","MUDr. Naďa Dufková","Zdravotnictví","Soukromá ordinace",16.980463,49.275421,"Nosálovská 170/16, 682 01 Vyškov-Vyškov 1, Czechia"
"1513","MUDr. Martin Blažek","Zdravotnictví","Soukromá ordinace",16.593123,49.219226,"23, Dobrovského 2199, 612 00 Brno-Královo Pole, Czechia"
"1514","MUDr. Marie Horňáčková","Zdravotnictví","Soukromá ordinace",16.553249,49.21849,"Dělnická 1222/53, 624 00 Brno-Komín, Czechia"
"1515","MUDr. Jana Snopková","Zdravotnictví","Soukromá ordinace",16.598947,49.191696,"Pekařská 431/58, 602 00 Brno-střed-Staré Brno, Czechia"
"1516","MUDr. Lucie Nečasová","Zdravotnictví","Soukromá ordinace",16.647704,49.362167,"Rodkovského 822/2, 678 01 Blansko-Blansko 1, Czechia"
"1517","MUDr. Dagmar Šurelová","Zdravotnictví","Soukromá ordinace",16.553249,49.21849,"Dělnická 1222/53, 624 00 Brno-Komín, Czechia"
"1518","Martina Nedělníková","Zdravotnictví","Soukromá ordinace",16.561446,49.214415,"Čichnova 982/23, 624 00 Brno-Komín, Czechia"
"1519","Pavel Krčmář","Zdravotnictví","Soukromá ordinace",16.879856,49.156627,"Tyršova 324, 684 01 Slavkov u Brna, Czechia"
"1520","MUDr. Klára Sklářová","Zdravotnictví","Soukromá ordinace",16.622185,49.219168,"Janouškova 579/4, 613 00 Brno-sever-Černá Pole, Czechia"
"1521","MUDr. Ilona Popelářová","Zdravotnictví","Soukromá ordinace",16.390992,49.181373,"Palackého nám. 22, 665 01 Rosice-Rosice u Brna, Czechia"
"1522","MUDr. Věra Přibylová","Zdravotnictví","Soukromá ordinace",16.602538,49.200802,"Slovákova 279/11, 602 00 Brno-střed-Veveří, Czechia"
"1523","Arcus - onko a lymfo centrum Brno, z. s.","Zdravotnictví","Soukromá ordinace",16.596057,49.222229,"Palackého tř. 64, 612 00 Brno-Královo Pole, Czechia"
"1524","ARTMED spol. s r.o.","Zdravotnictví","Soukromá ordinace",16.600555,49.197272,"Údolní 8a, 602 00 Brno-Brno-střed, Czechia"
"1525","Mgr. Martina Zábojníková","Zdravotnictví","Soukromá ordinace",16.572542,49.217484,"Královopolská 56, 616 00 Brno-Žabovřesky, Czechia"
"1526","MUDr. Eva Burdová","Zdravotnictví","Soukromá ordinace",16.597833,49.217608,"Palackého tř. 1-3, 612 00 Brno-Královo Pole, Czechia"
"1527","MUDr. Ivo Menšík Ph.D.","Zdravotnictví","Soukromá ordinace",16.600978,49.19767,"Marešova 12, 602 00 Brno-střed, Czechia"
"1528","MUDr. Pavel Lukl","Zdravotnictví","Soukromá ordinace",16.600613,49.200215,"Gorkého 52/2, 602 00 Brno-střed-Veveří, Czechia"
"1529","MUDr. Marta Ondrušová","Zdravotnictví","Soukromá ordinace",16.534918,49.3104,"Blanenská 982/15, 664 34 Kuřim, Czechia"
"1530","MUDr. Iva Felkelová","Zdravotnictví","Soukromá ordinace",16.561216,49.181533,"Úpatní 492/9, 634 00 Brno-Brno-Nový Lískovec, Czechia"
"1531","MUDr. Jan Malimánek","Zdravotnictví","Soukromá ordinace",16.623885,49.203969,"Jugoslávská 769/11, 613 00 Brno-sever, Czechia"
"1532","MUDr. Dagmar Konicarová","Zdravotnictví","Soukromá ordinace",16.652654,49.186967,"Olomoucká 1140/61, 618 00 Brno-Brno-Černovice, Czechia"
"1533","MUDr. Dana Vodová","Zdravotnictví","Soukromá ordinace",16.585637,49.223242,"Mečířova 2209 / 14, 612 00 Brno-Královo Pole, Czechia"
"1534","Milica Kovačevič","Zdravotnictví","Soukromá ordinace",16.578503,49.191055,"Hlinky 48/122, 603 00 Brno-střed, Czechia"
"1535","MUDr. Bohdana Plucarová","Zdravotnictví","Soukromá ordinace",16.623775,49.204047,"Jugoslávská 13, 613 00 Brno-Brno-sever, Czechia"
"1536","MUDr. Marek Guňka","Zdravotnictví","Soukromá ordinace",16.591865,49.23217,"Božetěchova 1376/105, 612 00 Brno-Královo Pole, Czechia"
"1537","MUDr. Jiří Táborský","Zdravotnictví","Soukromá ordinace",16.623775,49.204047,"Jugoslávská 13, 613 00 Brno-Brno-sever, Czechia"
"1538","GENPROGRESS, s.r.o.","Zdravotnictví","Soukromá ordinace",16.579764,49.237289,"Hudcova 296/70, 621 00 Brno-Medlánky, Czechia"
"1539","STOMACENTRUM AM s.r.o.","Zdravotnictví","Soukromá ordinace",16.606003,49.197919,"Joštova 138/4, 602 00 Brno-střed, Czechia"
"1540","MUDr. Marie Mečkovská","Zdravotnictví","Soukromá ordinace",16.623885,49.203969,"Jugoslávská 769/11, 613 00 Brno-sever, Czechia"
"1541","MUDr. Filip Holáň","Zdravotnictví","Soukromá ordinace",16.336781,49.120482,"2, Letkovská 1042, 664 12 Oslavany, Czechia"
"1542","MUDr. Olga Kulísková, Ph.D.","Zdravotnictví","Soukromá ordinace",16.578896,49.201656,"Havlíčkova 167/69, 602 00 Brno-střed-Stránice, Czechia"
"1543","Mgr. Hana Slaná","Zdravotnictví","Soukromá ordinace",16.728104,49.164354,"Karla Čapka 1656/13, 664 51 Šlapanice-Šlapanice u Brna, Czechia"
"1544","Mgr. Hana Slaná","Zdravotnictví","Soukromá ordinace",16.673005,49.245428,"Svatopluka Čecha 173, 664 01 Bílovice nad Svitavou, Czechia"
"1545","URO-CLINIC s.r.o.","Zdravotnictví","Soukromá ordinace",16.578503,49.191055,"Hlinky 48/122, 603 00 Brno-střed, Czechia"
"1546","MUDr. Radovan Sedlinský","Zdravotnictví","Soukromá ordinace",16.618441,49.203995,"20, Černopolní 215, 613 00 Brno-sever, Czechia"
"1547","MUDr. Jana Vaculíková","Zdravotnictví","Soukromá ordinace",16.53397,49.197174,"Libušina tř. 580/4, 623 00 Brno-Kohoutovice, Czechia"
"1548","MUDr. Michaela Košinová","Zdravotnictví","Soukromá ordinace",16.678626,49.180002,"Langrova 818/4, 627 00 Brno-Slatina, Czechia"
"1549","MUDr. Robert Opatřil","Zdravotnictví","Soukromá ordinace",16.581752,49.207418,"Eleonory Voračické 2747/32, 616 00 Brno-Žabovřesky, Czechia"
"1550","MUDr. Roman Popek","Zdravotnictví","Soukromá ordinace",16.344193,49.160321,"května 9, 664 11 Zbýšov-Zbýšov u Brna, Czechia"
"1551","MUDr. Simona Trtíková","Zdravotnictví","Soukromá ordinace",16.578816,49.242055,"Ječná 1231/31, 621 00 Brno-Řečkovice a Mokrá Hora, Czechia"
"1552","MUDr. Marie Machalová","Zdravotnictví","Soukromá ordinace",16.589037,49.230181,"Bulharská 124, 612 00 Brno-Královo Pole, Czechia"
"1553","MUDr. Monika Pokorná","Zdravotnictví","Soukromá ordinace",16.578816,49.242055,"Ječná 1231/31, 621 00 Brno-Řečkovice a Mokrá Hora, Czechia"
"1554","MUDr. Jana Klásková","Zdravotnictví","Soukromá ordinace",16.379439,49.101986,"Růžová 95/6, 664 91 Ivančice, Czechia"
"1555","MUDr. Marie Matějíková","Zdravotnictví","Soukromá ordinace",16.622185,49.219168,"Janouškova 579/4, 613 00 Brno-sever-Černá Pole, Czechia"
"1556","MUDr. Hana Nechvátalová","Zdravotnictví","Soukromá ordinace",16.610672,49.191934,"Masarykova 31, 602 00 Brno-střed, Czechia"
"1557","MUDr. Viktorija Jakubová","Zdravotnictví","Soukromá ordinace",16.603905,49.189117,"Hybešova 31/64, 602 00 Brno-střed, Czechia"
"1558","Mgr. Iva Nekulová","Zdravotnictví","Soukromá ordinace",16.59519,49.182508,"Vojtova 243/23, 639 00 Brno-Brno-střed, Czechia"
"1559","Tomáš Sokop","Zdravotnictví","Soukromá ordinace",16.637814,49.21579,"Cacovická 165/13, 614 00 Brno-sever-Husovice, Czechia"
"1560","MUDr. Zoja Penková","Zdravotnictví","Soukromá ordinace",16.653388,49.190968,"Krásného 3866/20, 636 00 Brno-Židenice, Czechia"
"1561","MUDr. Tomáš Fridrich","Zdravotnictví","Soukromá ordinace",16.592313,49.205268,"Rybkova 338/9, 602 00 Brno 2, Czechia"
"1562","Mgr. Jaroslava Bártová","Zdravotnictví","Soukromá ordinace",16.645684,49.362431,"3, Seifertova 1553, 678 01 Blansko-Blansko 1, Czechia"
"1563","NUKLEA, medical center, s.r.o.","Zdravotnictví","Soukromá ordinace",16.614354,49.198173,"Bratislavská 2, 602 00 Brno-Brno-střed, Czechia"
"1564","Stomatologické centrum K 11, s.r.o.","Zdravotnictví","Soukromá ordinace",16.639157,49.197601,"Karáskovo nám. 2683/11, 615 00 Brno-Židenice, Czechia"
"1565","MUDr. Vlastimil Boček","Zdravotnictví","Soukromá ordinace",16.610196,49.195527,"Kobližná 28/7, 602 00 Brno-střed, Czechia"
"1566","Beata Nour Mohammadi PhDr.","Zdravotnictví","Soukromá ordinace",16.505323,49.218898,"Lýskova 1031/2, 635 00 Brno-Brno-Bystrc, Czechia"
"1567","MUDr. Vladimír Strakrle","Zdravotnictví","Soukromá ordinace",16.599782,49.197627,"Údolní 392/16, 602 00 Brno-střed-Veveří, Czechia"
"1568","MUDr. Antonín Pokorný","Zdravotnictví","Soukromá ordinace",16.614973,49.198325,"Ponávka 185/2, 602 00 Brno-střed, Czechia"
"1569","MUDr. Helena Čaloudová","Zdravotnictví","Soukromá ordinace",16.606814,49.195483,"Česká 161, 602 00 Brno-střed, Czechia"
"1570","MUDr.Hana Zakopalová","Zdravotnictví","Soukromá ordinace",16.580316,49.169277,"Běloruská 575/2, 625 00 Brno-Bohunice, Czechia"
"1571","MUDr. Alena Rohlíková","Zdravotnictví","Soukromá ordinace",16.610672,49.191934,"Masarykova 31, 602 00 Brno-střed, Czechia"
"1572","MUDr. Hana Boušková","Zdravotnictví","Soukromá ordinace",16.610672,49.191934,"Masarykova 31, 602 00 Brno-střed, Czechia"
"1573","MUDr. Taťána Adlerová","Zdravotnictví","Soukromá ordinace",16.578503,49.191055,"Hlinky 48/122, 603 00 Brno-střed, Czechia"
"1574","MUDr. Karen Vorberg","Zdravotnictví","Soukromá ordinace",16.578503,49.191055,"Hlinky 48/122, 603 00 Brno-střed, Czechia"
"1575","MUDr. Rudolf Stupka","Zdravotnictví","Soukromá ordinace",16.610819,49.19767,"Rooseveltova 564/6, 602 00 Brno-střed-Brno-město, Czechia"
"1576","MUDr. Libuše Přidalová","Zdravotnictví","Soukromá ordinace",16.627194,49.223155,"Halasovo nám. 597/1, 638 00 Brno-sever, Czechia"
"1577","ON CLINIC, s.r.o.","Zdravotnictví","Soukromá ordinace",16.611833,49.202545,"5, Bartošova 1832, 602 00 Brno-střed, Czechia"
"1578","MUDr. Daniela Kaňovská","Zdravotnictví","Soukromá ordinace",16.606814,49.195483,"Česká 161, 602 00 Brno-střed, Czechia"
"1579","MUDr. Karel Meduna","Zdravotnictví","Soukromá ordinace",16.614285,49.199457,"Příkop 834/8, 602 00 Brno-střed-Zábrdovice, Czechia"
"1580","MUDr. Ludmila Brázdilová","Zdravotnictví","Soukromá ordinace",16.661186,49.204837,"Velkopavlovická 4310/25, 628 00 Brno-Brno-Vinohrady, Czechia"
"1581","Mgr. Andrea Cigánková","Zdravotnictví","Soukromá ordinace",16.982615,49.276876,"Puškinova 409/63, 682 01 Vyškov-Vyškov 1, Czechia"
"1582","MUDr. Jana Pavlasová","Zdravotnictví","Soukromá ordinace",16.983392,49.276527,"Puškinova 420/2a, 682 01 Vyškov-Vyškov 1, Czechia"
"1583","MUDr. Iva Kučerová","Zdravotnictví","Soukromá ordinace",16.592313,49.205268,"Rybkova 338/9, 602 00 Brno 2, Czechia"
"1584","MUDr. Lea Chroustová","Zdravotnictví","Soukromá ordinace",16.429342,49.345908,"Tišnov 1031, 666 01 Tišnov, Czechia"
"1585","MUDr. Helena Šenkyříková","Zdravotnictví","Soukromá ordinace",16.580316,49.169277,"Běloruská 575/2, 625 00 Brno-Bohunice, Czechia"
"1586","MUDr. Karel Nevrlka","Zdravotnictví","Soukromá ordinace",16.63314,49.194448,"Kuklenská 2221/31, 615 00 Brno-Židenice, Czechia"
"1587","MUDr. Otakar Ach-Hübner","Zdravotnictví","Soukromá ordinace",16.594037,49.190448,"Mendlovo nám. 618/17, 603 00 Brno-Brno-střed, Czechia"
"1588","MUDr. Yvonna Chludová","Zdravotnictví","Soukromá ordinace",16.61305,49.200598,"M. Horákové 28, 602 00 Brno-Brno-střed, Czechia"
"1589","MUDr. Sylva Fikáčková","Zdravotnictví","Soukromá ordinace",16.615895,49.189278,"Přízova 282/14, 602 00 Brno-střed-Trnitá, Czechia"
"1590","MUDr. Olga Stojanová","Zdravotnictví","Soukromá ordinace",16.584929,49.211043,"Chládkova 898/2, 616 00 Brno-Žabovřesky, Czechia"
"1591","MUDr. Eliška Šejnohová","Zdravotnictví","Soukromá ordinace",16.592609,49.196716,"Tomešova 503/1, 602 00 Brno-střed-Staré Brno, Czechia"
"1592","MUDr. Karin Klimo Kaňovská","Zdravotnictví","Soukromá ordinace",16.594089,49.220109,"Slovinská 863/54, 612 00 Brno-Královo Pole, Czechia"
"1593","MUDr. Marcela Kolegarová","Zdravotnictví","Soukromá ordinace",16.618306,49.040252,"Masarykova 116, 667 01 Židlochovice, Czechia"
"1594","Mgr. Hana Slaná","Zdravotnictví","Soukromá ordinace",16.612571,49.132916,"Poděbradova 413, 664 42 Modřice, Czechia"
"1595","MUDr. Jarmila Paravanová","Zdravotnictví","Soukromá ordinace",16.598425,49.198724,"4, Obilní trh 310, 602 00 Brno-střed, Czechia"
"1596","MUDr. Monika Rešková","Zdravotnictví","Soukromá ordinace",16.60811,49.133674,"Nádražní 663, 664 42 Modřice, Czechia"
"1597","MUDr. Pavol Schwanzer","Zdravotnictví","Soukromá ordinace",16.594089,49.220109,"Slovinská 863/54, 612 00 Brno-Královo Pole, Czechia"
"1598","MUDr. Jiřina Procházková","Zdravotnictví","Soukromá ordinace",16.661186,49.204837,"Velkopavlovická 4310/25, 628 00 Brno-Brno-Vinohrady, Czechia"
"1599","MUDr. Jana Crhová","Zdravotnictví","Soukromá ordinace",16.604637,49.192155,"Pekařská 3, 602 00 Brno-střed, Czechia"
"1600","MUDr. Helena Repková","Zdravotnictví","Soukromá ordinace",16.573615,49.165934,"Humenná 220/23, 625 00 Brno-Bohunice, Czechia"
"1601","Mgr. Martina Brandstetterová","Zdravotnictví","Soukromá ordinace",16.57014,49.241275,"Palírenská 192/5, 621 00 Brno-Brno-Medlánky, Czechia"
"1602","MUDr. Zlatuše Holoubková","Zdravotnictví","Soukromá ordinace",16.728104,49.164354,"Karla Čapka 1656/13, 664 51 Šlapanice-Šlapanice u Brna, Czechia"
"1603","MUDr. Zlatuše Holoubková","Zdravotnictví","Soukromá ordinace",16.621113,49.036088,"Coufalíkovo nám. 78, 667 01 Židlochovice, Czechia"
"1604","MUDr. Josef Blažek","Zdravotnictví","Soukromá ordinace",16.661186,49.204837,"Velkopavlovická 4310/25, 628 00 Brno-Brno-Vinohrady, Czechia"
"1605","MUDr. Jitka Vlachynská, privátní gynekologická ordinace","Zdravotnictví","Soukromá ordinace",16.574999,49.213952,"Horova 1623, 616 00 Brno-Žabovřesky, Czechia"
"1606","MUDr. Martin Blaťák","Zdravotnictví","Soukromá ordinace",16.428416,49.34405,"Brněnská 305, 666 01 Tišnov-Tišnov 1, Czechia"
"1607","MUDr.Sylvia Kovandová","Zdravotnictví","Soukromá ordinace",16.59351,49.227121,"Palackého tř. 3048/124, 612 00 Brno-Královo Pole, Czechia"
"1608","MUDr. Dagmar Dobrovolná","Zdravotnictví","Soukromá ordinace",16.653614,49.205144,"12, Révová 4449, 628 00 Brno-Vinohrady, Czechia"
"1609","prof. MUDr. Pavel Brychta, CSc.","Zdravotnictví","Soukromá ordinace",16.578503,49.191055,"Hlinky 48/122, 603 00 Brno-střed, Czechia"
"1610","MUDr. Dagmar Zdubová","Zdravotnictví","Soukromá ordinace",16.598974,49.188198,"Křídlovická 333/19b, 602 00 Brno-střed, Czechia"
"1611","MUDr. Ivana Bartůňková","Zdravotnictví","Soukromá ordinace",16.584337,49.237057,"Jabloňová 22, 621 00 Brno-Medlánky, Czechia"
"1612","MUDr. Ivana Navrátilová - ORL ambulance","Zdravotnictví","Soukromá ordinace",16.534918,49.3104,"Blanenská 982/15, 664 34 Kuřim, Czechia"
"1613","MUDr. Dana Vrtělová","Zdravotnictví","Soukromá ordinace",16.565047,49.168195,"U Pošty 402/14, 625 00 Brno-Brno-Starý Lískovec, Czechia"
"1614","MUDr. Miroslava Janulová","Zdravotnictví","Soukromá ordinace",16.565047,49.168195,"U Pošty 402/14, 625 00 Brno-Brno-Starý Lískovec, Czechia"
"1615","MUDr. Henrietta Nazari","Zdravotnictví","Soukromá ordinace",16.553074,49.222795,"Běly Pažoutové 742/1, 624 00 Brno-Komín, Czechia"
"1616","MUDr. Jiří Spáčil","Zdravotnictví","Soukromá ordinace",16.565047,49.168195,"U Pošty 402/14, 625 00 Brno-Brno-Starý Lískovec, Czechia"
"1617","MUDr. Radan Dolíhal","Zdravotnictví","Soukromá ordinace",16.391219,49.180399,"Pod Zahrádkami 750, 665 01 Rosice-Rosice u Brna, Czechia"
"1618","MUDr. Hana Halačková","Zdravotnictví","Soukromá ordinace",16.768709,49.037946,"Těšany 425, 664 54 Těšany, Czechia"
"1619","MUDr. Petra Daňková","Zdravotnictví","Soukromá ordinace",17.000045,49.276731,"3, Dobrovského 422, 682 01 Vyškov-Vyškov 1, Czechia"
"1620","MUDr. Ivana Ambrozová","Zdravotnictví","Soukromá ordinace",16.575895,49.218219,"Makovského nám. 2, 616 00 Brno-Brno-Žabovřesky, Czechia"
"1621","Alena Hellingerová","Zdravotnictví","Soukromá ordinace",16.63314,49.194448,"Kuklenská 2221/31, 615 00 Brno-Židenice, Czechia"
"1622","MUDr. Barbara Schánilcová","Zdravotnictví","Soukromá ordinace",16.694642,49.207339,"Šimáčkova 235/1, 628 00 Brno-Líšeň, Czechia"
"1623","MUDr. Miluše Kakrdová","Zdravotnictví","Soukromá ordinace",16.603435,49.1883,"Bezručova 74/11, 602 00 Brno-střed-Staré Brno, Czechia"
"1624","EVA ČERMÁKOVÁ","Zdravotnictví","Soukromá ordinace",16.613263,49.209113,"Martinkova 253/7, 602 00 Brno-sever, Czechia"
"1625","MUDr. Petr Šrámek","Zdravotnictví","Soukromá ordinace",16.565047,49.168195,"U Pošty 402/14, 625 00 Brno-Brno-Starý Lískovec, Czechia"
"1626","PhDr. Drahomíra Drdová","Zdravotnictví","Soukromá ordinace",16.627194,49.223155,"Halasovo nám. 597/1, 638 00 Brno-sever, Czechia"
"1627","MUDr. Mariana Bárová","Zdravotnictví","Soukromá ordinace",16.586671,49.186898,"300/33, Křížkovského, 603 00 Brno-Brno-střed, Czechia"
"1628","MUDr. Irena Pírková","Zdravotnictví","Soukromá ordinace",16.598425,49.198724,"4, Obilní trh 310, 602 00 Brno-střed, Czechia"
"1629","MUDr. Zora Hlinomazová","Zdravotnictví","Soukromá ordinace",16.605225,49.19882,"Žerotínovo nám. 617/9, 602 00 Brno-Brno-střed, Czechia"
"1630","MUDr. Martina Jonasová","Zdravotnictví","Soukromá ordinace",16.757921,49.104369,"Komenského 144, 664 53 Újezd u Brna, Czechia"
"1631","MUDr. Karel Málek","Zdravotnictví","Soukromá ordinace",16.612345,49.19606,"Sukova 553/2, 602 00 Brno-střed-Brno-město, Czechia"
"1632","MUDr. Ilona Pištěláková","Zdravotnictví","Soukromá ordinace",16.624321,49.176284,"Černovická 2b, 617 00 Brno-Brno-jih, Czechia"
"1633","MUDr. Josef Bednář","Zdravotnictví","Soukromá ordinace",16.612345,49.19606,"Sukova 553/2, 602 00 Brno-střed-Brno-město, Czechia"
"1634","MUDr. Zuzana Hrbková","Zdravotnictví","Soukromá ordinace",16.361277,49.186967,"Babická 136, 664 84 Zastávka-Zastávka u Brna, Czechia"
"1635","MUDr. Radek Kousalík","Zdravotnictví","Soukromá ordinace",16.611613,49.128623,"Benešova 437, 664 42 Modřice, Czechia"
"1636","MUDr. Radek Kousalík","Zdravotnictví","Soukromá ordinace",16.584197,49.11745,"24. dubna 16, 664 43 Želešice, Czechia"
"1637","Ambulantní rehabilitační zdravotnické zařízení ``BODY Brno``, v.o.s.","Zdravotnictví","Soukromá ordinace",16.661186,49.204837,"Velkopavlovická 4310/25, 628 00 Brno-Brno-Vinohrady, Czechia"
"1638","MUDr. Ivana Kopáčková","Zdravotnictví","Soukromá ordinace",16.79079,49.209099,"V Zámku 7, 664 07 Pozořice, Czechia"
"1639","MUDr. Michaela Kalousová","Zdravotnictví","Soukromá ordinace",16.994963,49.280303,"9. května 228/29, 682 01 Vyškov-Vyškov 1, Czechia"
"1640","MUDr. Dagmar Šilerová","Zdravotnictví","Soukromá ordinace",16.814565,49.178615,"Holubice 61, 683 51 Holubice, Czechia"
"1641","MUDr. Dagmar Šilerová","Zdravotnictví","Soukromá ordinace",16.828721,49.137742,"Školní 535, 683 52 Křenovice-Křenovice u Slavkova, Czechia"
"1642","MUDr. František Fajmon, ambulantní péče v oboru psychiatrie","Zdravotnictví","Soukromá ordinace",16.879856,49.156627,"Tyršova 324, 684 01 Slavkov u Brna, Czechia"
"1643","MUDr. Jana Pivoňková","Zdravotnictví","Soukromá ordinace",16.624172,49.174902,"Potoční 294/4, 617 00 Brno-jih, Czechia"
"1644","MUDr. Taťana Florianová","Zdravotnictví","Soukromá ordinace",16.575895,49.218219,"Makovského nám. 2, 616 00 Brno-Brno-Žabovřesky, Czechia"
"1645","MUDr. Dagmar Rusková","Zdravotnictví","Soukromá ordinace",16.622832,49.196052,"Špitálka 253/6, 602 00 Brno-Brno-střed, Czechia"
"1646","MUDr. Marie Papoušková","Zdravotnictví","Soukromá ordinace",16.624321,49.174692,"Potoční 304/10, 617 00 Brno-jih, Czechia"
"1647","MUDr. Ilona Karasová","Zdravotnictví","Soukromá ordinace",16.580953,49.247358,"Vránova 172, - poliklinika Řečkovice, 1. patro - ženské oddělení, 621 00 Brno-Brno-Řečkovice a Mokrá Hora, Czechia"
"1648","Libuše Hirtová","Zdravotnictví","Soukromá ordinace",16.585603,49.230305,"Herčíkova 23, 612 00 Brno-Brno-Královo Pole, Czechia"
"1649","MUDr. Jiří Martinec","Zdravotnictví","Soukromá ordinace",16.636107,49.187633,"438/30, Štolcova, 618 00 Brno-Černovice, Czechia"
"1650","MUDr. Dana Stračárová","Zdravotnictví","Soukromá ordinace",16.592313,49.205268,"Rybkova 338/9, 602 00 Brno 2, Czechia"
"1651","MUDr. Jiří Kučera","Zdravotnictví","Soukromá ordinace",16.578503,49.191055,"Hlinky 48/122, 603 00 Brno-střed, Czechia"
"1652","MUDr. Věra Kosíková","Zdravotnictví","Soukromá ordinace",16.640811,49.187879,"Spáčilova 6a, 618 00 Brno-Černovice, Czechia"
