"","nazev","typ","subtyp","long","lat","address"
"2432","Mateřská škola","Vzdělání","Mateřská škola",16.662298,49.20388,"Velkopavlovická 4183/15, 628 00 Brno-Vinohrady, Czechia"
"2433","Mateřská škola","Vzdělání","Mateřská škola",16.660944,49.208363,"Prušánecká 4204/8, 628 00 Brno-Brno-Vinohrady, Czechia"
"2434","Střední škola grafická","Vzdělání","Střední škola",16.612073,49.201625,"Kudelova 1854/6, 602 00 Brno-střed-Černá Pole, Czechia"
"2435","Mateřská škola","Vzdělání","Mateřská škola",16.549336,49.211733,"Dubová 635/1, 637 00 Brno-Jundrov, Czechia"
"2436","ZŠ a MŠ Didaktis s.r.o.","Vzdělání","Mateřská škola",16.622249,49.188834,"Mlýnská 225/44, 602 00 Brno-Brno-střed, Czechia"
"2437","Gymnázium","Vzdělání","Střední škola",16.620194,49.191441,"Křenová 304/36, 602 00 Brno-střed, Czechia"
"2438","ScioŠkola Brno Trnitá – ZŠ, s.r.o.","Vzdělání","Základní škola",16.620439,49.189427,"Šujanovo nám. 1, 602 00 Brno-Brno-střed, Czechia"
"2439","ZŠ a MŠ Basic, o.p.s.","Vzdělání","Základní škola",16.620439,49.189427,"Šujanovo nám. 1, 602 00 Brno-Brno-střed, Czechia"
"2440","Křesťanská ZŠ a MŠ Jana Husa","Vzdělání","Základní škola",16.620439,49.189427,"Šujanovo nám. 1, 602 00 Brno-Brno-střed, Czechia"
"2441","Křesťanská ZŠ a MŠ Jana Husa","Vzdělání","Mateřská škola",16.620439,49.189427,"Šujanovo nám. 1, 602 00 Brno-Brno-střed, Czechia"
"2442","Mateřská škola","Vzdělání","Mateřská škola",16.62078,49.202003,"Francouzská 384/50, 602 00 Brno-střed-Zábrdovice, Czechia"
"2443","Gymnázium","Vzdělání","Střední škola",16.615924,49.200093,"Příční 123/16, 602 00 Brno-střed, Czechia"
"2444","Mateřská škola","Vzdělání","Mateřská škola",16.616598,49.192744,"Skořepka 368/5, 602 00 Brno-střed-Trnitá, Czechia"
"2445","Základní škola a mateřská škola","Vzdělání","Základní škola",16.619311,49.192224,"Křenová 89/19, 602 00 Brno-střed-Trnitá, Czechia"
"2446","Gymnázium","Vzdělání","Střední škola",16.62041,49.190984,"Cyrilská 352/4, 602 00 Brno-střed-Trnitá, Czechia"
"2447","Základní škola a mateřská škola","Vzdělání","Základní škola",16.617577,49.200571,"Stará 59/11, 602 00 Brno-střed-Zábrdovice, Czechia"
"2448","Akademie ped., soc. a hot. - SOŠ, s.r.o.","Vzdělání","Střední škola",16.621116,49.199083,"Cejl 60/61, 602 00 Brno-střed-Zábrdovice, Czechia"
"2449","Tyršova základní škola","Vzdělání","Základní škola",16.632483,49.199807,"Kuldova 734/38, 615 00 Brno-Židenice, Czechia"
"2450","PORG - gymnázium, ZŠ a MŠ, o.p.s.","Vzdělání","Základní škola",16.636098,49.207226,"Lazaretní 9/1, 615 00 Brno-Židenice-Zábrdovice, Czechia"
"2451","Zdravá mateřská škola Mateřinka, z. s.","Vzdělání","Mateřská škola",16.612511,49.204701,"Vrchlického sad 1894/4, 602 00 Brno-Brno-střed, Czechia"
"2452","Mateřská škola","Vzdělání","Mateřská škola",16.622761,49.208462,"70, Jugoslávská 627, 613 00 Brno-sever, Czechia"
"2453","Mateřská škola","Vzdělání","Mateřská škola",16.618841,49.217654,"Bieblova 161/16, 613 00 Brno-sever-Černá Pole, Czechia"
"2454","Mateřská škola","Vzdělání","Mateřská škola",16.618841,49.217654,"Bieblova 161/16, 613 00 Brno-sever-Černá Pole, Czechia"
"2455","Masarykova základní škola a MŠ","Vzdělání","Základní škola",16.622221,49.212047,"173/29, Zemědělská, 613 00 Brno-sever, Czechia"
"2456","Masarykova základní škola a MŠ","Vzdělání","Mateřská škola",16.622221,49.212047,"173/29, Zemědělská, 613 00 Brno-sever, Czechia"
"2457","Základní škola a mateřská škola","Vzdělání","Mateřská škola",16.613973,49.202601,"nám. 28. října 1901/21, 602 00 Brno-střed-Černá Pole, Czechia"
"2458","Mateřská škola Sněhurka","Vzdělání","Mateřská škola",16.662349,49.202065,"Bořetická 4163/26, 628 00 Brno-Vinohrady, Czechia"
"2459","Sportovní základní škola KOMETKA, s.r.o.","Vzdělání","Základní škola",16.613836,49.203582,"nám. 28. října 1106/16, 602 00 Brno-Brno-sever, Czechia"
"2460","Mateřská škola KOMETKA Creativ, s.r.o.","Vzdělání","Mateřská škola",16.613836,49.203582,"nám. 28. října 1106/16, 602 00 Brno-Brno-sever, Czechia"
"2461","Masarykova základní škola","Vzdělání","Základní škola",16.650174,49.194708,"Kamenačky 3591/4, 636 00 Brno-Židenice, Czechia"
"2462","SŠ a VOŠ tradičních řemesel s.r.o.","Vzdělání","Střední škola",16.633893,49.191994,"Životského 635/28, 618 00 Brno-Židenice, Czechia"
"2463","Mateřská škola","Vzdělání","Mateřská škola",16.644499,49.220731,"Proškovo nám. 150/6, Maloměřice, 614 00 Brno-Brno-Maloměřice a Obřany, Czechia"
"2464","MŠ a ZŠ při Fakultní nemocnici Brno","Vzdělání","Základní škola",16.618313,49.204743,"Černopolní 217/22A, 613 00 Brno-sever-Černá Pole, Czechia"
"2465","MŠ a ZŠ při Fakultní nemocnici Brno","Vzdělání","Mateřská škola",16.618313,49.204743,"Černopolní 217/22A, 613 00 Brno-sever-Černá Pole, Czechia"
"2466","Masarykova základní škola","Vzdělání","Základní škola",16.650244,49.195269,"Kamenačky 3382, 636 00 Brno-Židenice, Czechia"
"2467","Základní škola","Vzdělání","Základní škola",16.622146,49.219838,"2, Janouškova 577, 613 00 Brno-sever, Czechia"
"2468","Střední škola grafická","Vzdělání","Střední škola",16.611079,49.202046,"tř. Kpt. Jaroše 1829/14, 602 00 Brno-střed-Černá Pole, Czechia"
"2469","Gymnázium","Vzdělání","Střední škola",16.611079,49.202046,"tř. Kpt. Jaroše 1829/14, 602 00 Brno-střed-Černá Pole, Czechia"
"2470","Mateřská škola","Vzdělání","Mateřská škola",16.652434,49.192005,"Kamenačky 3838/28, 636 00 Brno-Židenice, Czechia"
"2471","Masarykova základní škola a MŠ","Vzdělání","Základní škola",16.623021,49.211984,"Jugoslávská 682/126, 613 00 Brno-sever-Černá Pole, Czechia"
"2472","Základní škola a Mateřská škola","Vzdělání","Mateřská škola",16.789959,49.164252,"Nová 271, 664 08 Blažovice, Czechia"
"2473","Základní škola a Mateřská škola","Vzdělání","Základní škola",16.786522,49.165659,"Nádražní 7, 664 08 Blažovice, Czechia"
"2474","Základní škola","Vzdělání","Základní škola",16.643822,49.201976,"3, Gajdošova 1282, 615 00 Brno-Židenice, Czechia"
"2475","Základní škola a mateřská škola","Vzdělání","Základní škola",16.694208,49.28267,"Babice nad Svitavou 141, 664 01 Babice nad Svitavou, Czechia"
"2476","Základní škola a mateřská škola","Vzdělání","Základní škola",16.69487,49.282202,"Babice nad Svitavou 139, 664 01 Babice nad Svitavou, Czechia"
"2477","Základní škola a mateřská škola","Vzdělání","Mateřská škola",16.694631,49.281906,"Babice nad Svitavou 258, 664 01 Babice nad Svitavou, Czechia"
"2478","Základní škola a Mateřská škola","Vzdělání","Základní škola",16.521915,49.065154,"Bratčice 104, 664 67 Bratčice, Czechia"
"2479","Základní škola a Mateřská škola","Vzdělání","Mateřská škola",16.52013,49.066206,"Bratčice 166, 664 67 Bratčice, Czechia"
"2480","Základní škola","Vzdělání","Základní škola",16.643835,49.054737,"Komenského 19, 664 56 Blučina, Czechia"
"2481","Mateřská škola","Vzdělání","Mateřská škola",16.468563,49.069613,"Tovární 167/26, 664 64 Dolní Kounice, Czechia"
"2482","Základní škola a mateřská škola","Vzdělání","Základní škola",16.463738,49.073445,"Smetanova 547/2, 664 64 Dolní Kounice, Czechia"
"2483","Základní škola a mateřská škola","Vzdělání","Mateřská škola",16.463738,49.073445,"Smetanova 547/2, 664 64 Dolní Kounice, Czechia"
"2484","Základní škola","Vzdělání","Základní škola",16.480367,49.311813,"Čebín 118, 664 23 Čebín, Czechia"
"2485","Základní škola a Mateřská škola","Vzdělání","Základní škola",16.60773,49.076424,"Palackého 24, 664 61 Holasice-Rajhrad, Czechia"
"2486","ZŠ a MŠ T. G. Masaryka","Vzdělání","Mateřská škola",16.352145,49.173495,"Zahrady 205, 664 84 Babice u Rosic-Zastávka u Brna, Czechia"
"2487","Základní škola a Mateřská škola","Vzdělání","Mateřská škola",16.602943,49.075895,"Čtvrtě 508/508, 664 61 Holasice-Rajhrad, Czechia"
"2488","Mateřská škola","Vzdělání","Mateřská škola",16.278437,49.136298,"Čučice 21, 664 91 Čučice, Czechia"
"2489","Základní škola a Mateřská škola","Vzdělání","Mateřská škola",16.606428,49.079661,"J. Fučíka 149, 664 61 Holasice-Rajhrad, Czechia"
"2490","Základní škola a Mateřská škola","Vzdělání","Mateřská škola",16.345901,49.319218,"Deblín 270, 664 75 Deblín, Czechia"
"2491","Základní škola a mateřská škola","Vzdělání","Základní škola",16.468349,49.069319,"Dolní Kounice 833, 664 64 Dolní Kounice, Czechia"
"2492","Základní škola Vladimíra Menšíka","Vzdělání","Základní škola",16.379725,49.101804,"Růžová 149/7, 664 91 Ivančice, Czechia"
"2493","ZŠ a MŠ Domašov","Vzdělání","Základní škola",16.343562,49.246108,"Na Nám. 48, 664 83 Domašov-Domašov u Brna, Czechia"
"2494","Základní škola T. G. Masaryka","Vzdělání","Základní škola",16.593953,49.037641,"Masarykova 167/167, 664 62 Hrušovany u Brna, Czechia"
"2495","ZŠ a MŠ Domašov","Vzdělání","Mateřská škola",16.348104,49.241387,"Úvoz 172, 664 83 Domašov-Domašov u Brna, Czechia"
"2496","Základní škola a mateřská škola","Vzdělání","Základní škola",16.455696,49.287357,"Chudčice 220, 664 71 Chudčice, Czechia"
"2497","Základní škola a mateřská škola","Vzdělání","Základní škola",16.272388,49.161781,"Ketkovice 211, 664 91 Ketkovice, Czechia"
"2498","Základní škola Vladimíra Menšíka","Vzdělání","Základní škola",16.378434,49.102215,"Komenského nám. 20/7, 664 91 Ivančice, Czechia"
"2499","Mateřská škola","Vzdělání","Mateřská škola",16.370273,49.105476,"Na úvoze 1550/1, 664 91 Ivančice, Czechia"
"2500","Základní škola a mateřská škola","Vzdělání","Mateřská škola",16.36685,49.091586,"Ke Karlovu 92/72, Němčice, 664 91 Ivančice, Czechia"
"2501","Základní škola a Mateřská škola","Vzdělání","Základní škola",16.709946,49.264106,"Kanice 135, 664 01 Kanice, Czechia"
"2502","Základní škola a Mateřská škola","Vzdělání","Mateřská škola",16.709946,49.264106,"Kanice 135, 664 01 Kanice, Czechia"
"2503","Mateřská škola","Vzdělání","Mateřská škola",16.538645,49.297191,"Brněnská 1775, 664 34 Kuřim, Czechia"
"2504","Základní škola a Mateřská škola","Vzdělání","Základní škola",16.73399,49.137709,"Na Budínku 80, 664 51 Kobylnice-Šlapanice u Brna, Czechia"
"2505","Střední odborné učiliště","Vzdělání","Střední škola",16.547038,49.31997,"Blanenská 1191, 664 34 Kuřim, Czechia"
"2506","Střední škola dopravy, obchodu a služeb","Vzdělání","Střední škola",16.374029,49.097901,"Krumlovská 343/25, 664 91 Ivančice, Czechia"
"2507","Mateřská škola","Vzdělání","Mateřská škola",16.818772,49.204591,"Kovalovice 15, 664 06 Kovalovice, Czechia"
"2508","Základní škola DiviZna, z.ú.","Vzdělání","Základní škola",16.524993,49.296339,"Křížkovského 48, 664 34 Kuřim, Czechia"
"2509","SOŠ a SOU Kuřim, s.r.o.","Vzdělání","Střední škola",16.524993,49.296339,"Křížkovského 48, 664 34 Kuřim, Czechia"
"2510","SOŠ a SOU Kuřim, s.r.o.","Vzdělání","Střední škola",16.524993,49.296339,"Křížkovského 48, 664 34 Kuřim, Czechia"
"2511","Základní škola a mateřská škola","Vzdělání","Mateřská škola",16.576825,49.292328,"Hlavní 13/2, 664 31 Lelekovice, Czechia"
"2512","ZŠ a MŠ Domašov","Vzdělání","Mateřská škola",16.362539,49.255661,"Javůrek 11, 664 83 Javůrek, Czechia"
"2513","Základní škola","Vzdělání","Základní škola",16.527519,49.303826,"Jungmannova 813, 664 34 Kuřim, Czechia"
"2514","Mateřská škola","Vzdělání","Mateřská škola",16.529512,49.307417,"Jungmannova 885, 664 34 Kuřim, Czechia"
"2515","Mateřská škola","Vzdělání","Mateřská škola",16.52921,49.306042,"Zborovská 887, 664 34 Kuřim, Czechia"
"2516","Mateřská škola","Vzdělání","Mateřská škola",16.535233,49.304114,"Komenského 1011, 664 34 Kuřim, Czechia"
"2517","Mateřská škola","Vzdělání","Mateřská škola",16.502586,49.33388,"Malhostovice 109, 666 03 Malhostovice, Czechia"
"2518","Mateřská škola","Vzdělání","Mateřská škola",16.760605,49.165437,"Nová 185, 664 51 Jiříkovice-Šlapanice u Brna, Czechia"
"2519","Mateřská škola","Vzdělání","Mateřská škola",16.695545,49.082102,"Měnín 376, 664 57 Měnín, Czechia"
"2520","Mateřská škola","Vzdělání","Mateřská škola",16.55342,49.142486,"Nebovidy 78, 664 48 Nebovidy, Czechia"
"2521","Základní škola a mateřská škola","Vzdělání","Základní škola",16.437804,49.082439,"Moravské Bránice 74, 664 64 Moravské Bránice, Czechia"
"2522","Základní škola a mateřská škola","Vzdělání","Základní škola",16.738997,49.05045,"Moutnice 113, 664 55 Moutnice, Czechia"
"2523","Základní škola","Vzdělání","Základní škola",16.606998,49.129328,"Benešova 274, 664 42 Modřice, Czechia"
"2524","Základní škola a mateřská škola","Vzdělání","Mateřská škola",16.737382,49.051991,"Moutnice 277, 664 55 Moutnice, Czechia"
"2525","Mateřská škola","Vzdělání","Mateřská škola",16.500274,49.050045,"Němčičky 59, 664 66 Němčičky, Czechia"
"2526","Základní škola","Vzdělání","Základní škola",16.692428,49.075348,"Měnín 250, 664 57 Měnín, Czechia"
"2527","Mateřská škola","Vzdělání","Mateřská škola",16.744511,49.213334,"Horákov 2, 664 04 Mokrá-Horákov-Mokrá, Czechia"
"2528","ZŠ a MŠ Moravské Knínice","Vzdělání","Základní škola",16.501627,49.2933,"Kuřimská 99, 664 34 Moravské Knínice-Kuřim, Czechia"
"2529","Mateřská škola","Vzdělání","Mateřská škola",16.75479,49.220379,"Mokrá 356, 664 04 Mokrá-Horákov-Mokrá, Czechia"
"2530","Základní škola a mateřská škola","Vzdělání","Mateřská škola",16.386164,49.142037,"Hlavní 246, 664 91 Neslovice-Ivančice, Czechia"
"2531","Základní škola a mateřská škola","Vzdělání","Základní škola",16.387746,49.144951,"Hlavní 71, 664 91 Neslovice-Ivančice, Czechia"
"2532","Základní škola a Mateřská škola","Vzdělání","Mateřská škola",16.513502,49.110851,"Pláně 693/21, 664 44 Ořechov-Ořechov u Brna, Czechia"
"2533","Základní škola","Vzdělání","Základní škola",16.60895,49.130139,"Komenského 343, 664 42 Modřice, Czechia"
"2534","Základní škola a Mateřská škola","Vzdělání","Základní škola",16.514299,49.111566,"Komenského 2, 664 44 Ořechov-Ořechov u Brna, Czechia"
"2535","Mateřská škola","Vzdělání","Mateřská škola",16.450811,49.168505,"Brněnská 81, 664 41 Omice-Troubsko, Czechia"
"2536","Základní škola","Vzdělání","Základní škola",16.489603,49.177037,"Školní 63/9, 664 41 Popůvky-Troubsko, Czechia"
"2537","Základní škola a mateřská škola","Vzdělání","Základní škola",16.735882,49.253128,"Brněnská 75, 664 02 Ochoz u Brna, Czechia"
"2538","Základní škola a mateřská škola","Vzdělání","Mateřská škola",16.735882,49.253128,"Brněnská 75, 664 02 Ochoz u Brna, Czechia"
"2539","Základní škola a mateřská škola","Vzdělání","Mateřská škola",16.733935,49.253527,"Ochoz u Brna 200, 664 02 Ochoz u Brna, Czechia"
"2540","Mateřská škola","Vzdělání","Mateřská škola",16.491625,49.176045,"3947 83/44, 664 41 Popůvky-Troubsko, Czechia"
"2541","Základní škola","Vzdělání","Základní škola",16.640822,49.075644,"Malé dráhy 66, 664 61 Opatovice-Rajhrad, Czechia"
"2542","Základní škola a Mateřská škola","Vzdělání","Mateřská škola",16.724982,49.189559,"Podolí 500, 664 03 Podolí, Czechia"
"2543","Mateřská škola a Základní škola","Vzdělání","Základní škola",16.543611,49.162654,"Školní 2/18, 664 49 Ostopovice, Czechia"
"2544","Mateřská škola a Základní škola","Vzdělání","Mateřská škola",16.543611,49.162654,"Školní 2/18, 664 49 Ostopovice, Czechia"
"2545","Mateřská škola","Vzdělání","Mateřská škola",16.644063,49.079061,"U Hřiště 309, 664 61 Opatovice-Rajhrad, Czechia"
"2546","Mateřská škola Duha","Vzdělání","Mateřská škola",16.33503,49.125512,"Sportovní 965/12, 664 12 Oslavany, Czechia"
"2547","Mateřská škola","Vzdělání","Mateřská škola",16.262486,49.279429,"Sokolská 44, 664 83 Přibyslavice-Domašov u Brna, Czechia"
"2548","Základní škola a Mateřská škola","Vzdělání","Základní škola",16.473843,49.118776,"Hlavní 2, 664 46 Prštice-Prštice u Brna, Czechia"
"2549","Základní škola a mateřská škola","Vzdělání","Mateřská škola",16.796504,49.209178,"Velké Lipky 231, 664 07 Pozořice, Czechia"
"2550","Základní škola a mateřská škola","Vzdělání","Základní škola",16.797076,49.206321,"U školy 386, 664 07 Pozořice, Czechia"
"2551","Mateřská škola","Vzdělání","Mateřská škola",16.603341,49.088553,"Úvoz 666, 664 61 Rajhrad, Czechia"
"2552","Mateřská škola","Vzdělání","Mateřská škola",16.38839,49.181826,"u chrudimi, Palackého nám. 45, 665 01 Rosice-Rosice u Brna, Czechia"
"2553","Mateřská škola","Vzdělání","Mateřská škola",16.600597,49.087111,"Husova 509, 664 61 Rajhrad, Czechia"
"2554","Základní škola","Vzdělání","Základní škola",16.628903,49.092275,"Hlavní 148, 664 61 Rajhradice-Rajhrad, Czechia"
"2555","Základní škola a Mateřská škola","Vzdělání","Základní škola",16.4791,49.131354,"Školní 80, 664 46 Radostice-Prštice u Brna, Czechia"
"2556","Základní škola a Mateřská škola","Vzdělání","Mateřská škola",16.4791,49.131354,"Školní 80, 664 46 Radostice-Prštice u Brna, Czechia"
"2557","Základní škola a Mateřská škola","Vzdělání","Základní škola",16.47904,49.132642,"Sokolská 12, 664 46 Radostice-Prštice u Brna, Czechia"
"2558","Střední zahradnická škola","Vzdělání","Střední škola",16.603873,49.082197,"Masarykova 198, 664 61 Rajhrad, Czechia"
"2559","Střední zahradnická škola","Vzdělání","Střední škola",16.603873,49.082197,"Masarykova 198, 664 61 Rajhrad, Czechia"
"2560","Základní škola a Mateřská škola","Vzdělání","Mateřská škola",16.472975,49.118729,"Hlavní 1, 664 46 Prštice-Prštice u Brna, Czechia"
"2561","Základní škola a Mateřská škola","Vzdělání","Základní škola",16.471208,49.116767,"Hlavní 13, 664 46 Prštice-Prštice u Brna, Czechia"
